timestamp,system_state,temp_setpoint,humidity_setpoint,co2_setpoint,temp_probe1,temp_probe2,temp_probe3,temp_dht,temp_co2,humidity,co2_ppm,peltier_mode,peltier_duty,peltier_enabled,humidifier,internal_fan,vent_angle,vent_fan_speed,active_light_schedule,neopixel_color,neopixel_intensity,white_intensity,uv_intensity,photo_mode
2025-10-11T15:11:46.316034,active,10.0,60.0,1000.0,22.94,18.94,28.88,23.3,0.0,61.2,403,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:11:51.918009,active,10.0,60.0,1000.0,22.94,18.88,28.81,23.3,0.0,61.1,403,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:11:57.486507,active,10.0,60.0,1000.0,22.94,18.88,28.88,23.3,0.0,60.9,401,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:12:03.115314,active,10.0,60.0,1000.0,23.0,18.81,28.88,23.2,0.0,60.8,402,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:12:08.683164,active,10.0,60.0,1000.0,22.94,18.75,28.94,23.2,0.0,60.7,404,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:12:14.314783,active,10.0,60.0,1000.0,22.94,18.75,29.0,23.2,0.0,60.6,400,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:12:19.883510,active,10.0,60.0,1000.0,22.94,18.75,29.06,23.2,0.0,60.4,404,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:12:26.484248,active,10.0,60.0,1000.0,22.94,18.69,29.06,23.2,0.0,60.4,404,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:12:32.078544,active,10.0,60.0,1000.0,22.94,18.69,29.19,23.1,0.0,60.2,401,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:12:37.739603,active,10.0,60.0,1000.0,23.0,18.62,29.31,23.1,0.0,60.1,401,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:12:43.307020,active,10.0,60.0,1000.0,23.0,18.62,29.44,23.1,0.0,60.0,400,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:12:48.971321,active,10.0,60.0,1000.0,23.06,18.56,29.56,23.1,0.0,59.9,401,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:12:54.538803,active,10.0,60.0,1000.0,23.06,18.5,29.62,23.1,0.0,59.8,404,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:13:00.204031,active,10.0,60.0,1000.0,23.06,18.5,29.69,23.0,0.0,59.8,400,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:13:05.772188,active,10.0,60.0,1000.0,23.06,18.5,29.81,23.0,0.0,59.7,403,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:13:11.435363,active,10.0,60.0,1000.0,23.06,18.44,29.94,23.0,0.0,59.5,401,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:13:17.071468,active,10.0,60.0,1000.0,23.12,18.38,30.0,23.0,0.0,59.5,404,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:13:22.826484,active,10.0,60.0,1000.0,23.06,18.38,30.12,22.9,0.0,59.4,404,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:13:29.387323,active,10.0,60.0,1000.0,23.12,18.31,30.25,22.9,0.0,59.3,402,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:13:35.020339,active,10.0,60.0,1000.0,23.06,18.31,30.31,22.9,0.0,59.2,403,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:13:41.674639,active,10.0,60.0,1000.0,23.12,18.25,30.38,22.9,0.0,59.1,403,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:13:47.242981,active,10.0,60.0,1000.0,23.19,18.25,30.44,22.9,0.0,59.0,403,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:13:52.907225,active,10.0,60.0,1000.0,23.12,18.19,30.56,22.8,0.0,59.0,404,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:13:59.561315,active,10.0,60.0,1000.0,23.12,18.12,30.75,22.8,0.0,58.8,402,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:14:05.163342,active,10.0,60.0,1000.0,23.12,18.19,30.81,22.8,0.0,58.8,402,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:14:10.774243,active,10.0,60.0,1000.0,23.12,18.12,30.88,22.8,0.0,58.7,402,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:14:16.399445,active,10.0,60.0,1000.0,23.19,18.06,31.0,22.7,0.0,58.6,401,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:14:21.967067,active,10.0,60.0,1000.0,23.12,18.06,31.12,22.7,0.0,58.6,404,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:14:27.594863,active,10.0,60.0,1000.0,23.19,18.06,31.25,22.7,0.0,58.6,403,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:14:33.165241,active,10.0,60.0,1000.0,23.19,18.0,31.31,22.7,0.0,58.5,402,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:14:38.832706,active,10.0,60.0,1000.0,23.19,18.0,31.38,22.7,0.0,58.4,403,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:14:44.400102,active,10.0,60.0,1000.0,23.19,18.0,31.38,22.7,0.0,58.4,402,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:14:50.067472,active,10.0,60.0,1000.0,23.19,17.94,31.38,22.7,0.0,58.3,403,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:14:56.629042,active,10.0,60.0,1000.0,23.19,18.0,31.38,22.6,0.0,58.3,401,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:15:02.194491,active,10.0,60.0,1000.0,23.25,17.88,31.56,22.6,0.0,58.2,404,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:15:07.835974,active,10.0,60.0,1000.0,23.25,17.94,31.69,22.6,0.0,58.1,401,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:15:13.387288,active,10.0,60.0,1000.0,23.25,17.88,31.81,22.6,0.0,58.1,400,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:15:19.019011,active,10.0,60.0,1000.0,23.25,17.88,31.88,22.6,0.0,58.0,402,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
2025-10-11T15:15:24.587512,active,10.0,60.0,1000.0,23.25,17.81,31.88,22.6,0.0,58.0,402,cool,1.0,1,False,True,0,0,08:00-17:00,off,0,0,0,False
